,filename,fileid,char_start_offset_edu,char_end_offset_edu,speech_edu_id,text_edu,Conflict_Type,Conflict_Target,Target_Country_Name,Conflict_Target_2,Target_Country_Name_2,Conflict_Target_Intermediate,Conflict_Target_Intermediate_2,char_start_offset_edu_original,char_end_offset_edu_original,speech_sentence_id,paragraph_id,paragraph_id_consecutive,paragraph_id_consecutive_per_file,Conflict_IDs,rstree_nodeid,rstree_nodeid_chain,rstree_relation_leaf,rstree_relation_chain,tokenized_edus,len_tokens_edus,sentence_id_consecutive,sentence_id_consecutive_per_file,rstree_edges,sat_value_rstree,rstree_nodeid_chain_subtree,rstree_relation_chain_subtree,rstree_edges_subtree,sat_value_subtree
1194,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,3982,4057,68,is the failure of all our concerted efforts to build an international order,Direct_NegEval,Underspecified,Underdefined,_,_,-NONE-,_,3988,4063,37,12,150,6,292.0,69,"['69', '134', '133', '135', '136', '131', '138', '117', '118', '140', '141']",e-elaboration_nucleus,"['e-elaboration_nucleus', 'sameunit', 'reason-S_nucleus', 'preparation_nucleus', 'motivation', 'motivation_nucleus', 'reason-S', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['is', 'the', 'failure', 'of', 'all', 'our', 'concerted', 'efforts', 'to', 'build', 'an', 'international', 'order']",13,532,31,11,10,"['69', '134', '133', '135']","['e-elaboration_nucleus', 'sameunit', 'reason-S_nucleus', 'preparation_nucleus']",4,3
1195,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,4058,4085,69,"that is not based on force,",Direct_NegEval,Underspecified,Underdefined,_,_,-NONE-,_,4064,4091,37,12,150,6,292.0,70,"['70', '69', '134', '133', '135', '136', '131', '138', '117', '118', '140', '141']",e-elaboration,"['e-elaboration', 'e-elaboration_nucleus', 'sameunit', 'reason-S_nucleus', 'preparation_nucleus', 'motivation', 'motivation_nucleus', 'reason-S', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['that', 'is', 'not', 'based', 'on', 'force', ',']",7,532,31,12,11,"['70', '69', '134', '133', '135']","['e-elaboration', 'e-elaboration_nucleus', 'sameunit', 'reason-S_nucleus', 'preparation_nucleus']",5,4
1196,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,4086,4148,70,for today it is force alone that is seeking to impose the law.,Direct_NegEval,Underspecified,Underdefined,_,_,-NONE-,_,4092,4154,37,12,150,6,292.0,71,"['71', '133', '135', '136', '131', '138', '117', '118', '140', '141']",reason-S,"['reason-S', 'reason-S_nucleus', 'preparation_nucleus', 'motivation', 'motivation_nucleus', 'reason-S', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['for', 'today', 'it', 'is', 'force', 'alone', 'that', 'is', 'seeking', 'to', 'impose', 'the', 'law', '.']",14,532,31,10,10,"['71', '133', '135']","['reason-S', 'reason-S_nucleus', 'preparation_nucleus']",3,3
1197,UNSC_2014_SPV.7154_spch009_edu_Rwanda.txt,UNSC_2014_SPV.7154_spch009,0,95,0,"I thank you, Madam President, for convening this emergency meeting on the situation in Ukraine.",_,_,_,_,_,_,_,0,95,0,0,151,0,293.0,1,"['1', '43', '84', '85']",conjunction,"['conjunction', 'preparation', 'preparation_nucleus', 'root']","['I', 'thank', 'you', ',', 'Madam', 'President', ',', 'for', 'convening', 'this', 'emergency', 'meeting', 'on', 'the', 'situation', 'in', 'Ukraine', '.']",18,533,0,4,4,"['1', '43']","['conjunction', 'preparation']",2,2
1198,UNSC_2014_SPV.7154_spch009_edu_Rwanda.txt,UNSC_2014_SPV.7154_spch009,96,223,1,I also thank Assistant Secretary-General Oscar Fernandez-Taranco for his briefing on the worrying situation in eastern Ukraine.,_,_,_,_,_,_,_,96,223,1,0,151,0,293.0,2,"['2', '43', '84', '85']",conjunction,"['conjunction', 'preparation', 'preparation_nucleus', 'root']","['I', 'also', 'thank', 'Assistant', 'Secretary', '-', 'General', 'Oscar', 'Fernandez', '-', 'Taranco', 'for', 'his', 'briefing', 'on', 'the', 'worrying', 'situation', 'in', 'eastern', 'Ukraine', '.']",22,534,1,4,4,"['2', '43']","['conjunction', 'preparation']",2,2
1199,UNSC_2014_SPV.7154_spch009_edu_Rwanda.txt,UNSC_2014_SPV.7154_spch009,224,321,2,We are very alarmed by reports of increased tensions in eastern Ukraine in the past several days.,_,_,_,_,_,_,_,225,322,3,2,152,1,294.0,3,"['3', '44', '50', '51', '65', '84', '85']",elaboration_nucleus,"['elaboration_nucleus', 'reason-S', 'reason-S_nucleus', 'elaboration_nucleus', 'background_nucleus', 'preparation_nucleus', 'root']","['We', 'are', 'very', 'alarmed', 'by', 'reports', 'of', 'increased', 'tensions', 'in', 'eastern', 'Ukraine', 'in', 'the', 'past', 'several', 'days', '.']",18,535,2,7,7,"['3', '44', '50']","['elaboration_nucleus', 'reason-S', 'reason-S_nucleus']",3,3
1200,UNSC_2014_SPV.7154_spch009_edu_Rwanda.txt,UNSC_2014_SPV.7154_spch009,322,343,3,We condemn the attack,_,_,_,_,_,_,_,323,344,4,2,152,1,294.0,4,"['4', '87', '88', '3', '44', '50', '51', '65', '84', '85']",e-elaboration_nucleus,"['e-elaboration_nucleus', 'elaboration_nucleus', 'elaboration', 'elaboration_nucleus', 'reason-S', 'reason-S_nucleus', 'elaboration_nucleus', 'background_nucleus', 'preparation_nucleus', 'root']","['We', 'condemn', 'the', 'attack']",4,536,3,10,10,"['4', '87', '88', '3', '44', '50']","['e-elaboration_nucleus', 'elaboration_nucleus', 'elaboration', 'elaboration_nucleus', 'reason-S', 'reason-S_nucleus']",6,6
1201,UNSC_2014_SPV.7154_spch009_edu_Rwanda.txt,UNSC_2014_SPV.7154_spch009,344,438,4,that killed a State security officer and wounded five others in the eastern city of Slovyansk.,_,_,_,_,_,_,_,345,439,4,2,152,1,294.0,5,"['5', '4', '87', '88', '3', '44', '50', '51', '65', '84', '85']",e-elaboration,"['e-elaboration', 'e-elaboration_nucleus', 'elaboration_nucleus', 'elaboration', 'elaboration_nucleus', 'reason-S', 'reason-S_nucleus', 'elaboration_nucleus', 'background_nucleus', 'preparation_nucleus', 'root']","['that', 'killed', 'a', 'State', 'security', 'officer', 'and', 'wounded', 'five', 'others', 'in', 'the', 'eastern', 'city', 'of', 'Slovyansk', '.']",17,536,3,11,11,"['5', '4', '87', '88', '3', '44', '50']","['e-elaboration', 'e-elaboration_nucleus', 'elaboration_nucleus', 'elaboration', 'elaboration_nucleus', 'reason-S', 'reason-S_nucleus']",7,7
1202,UNSC_2014_SPV.7154_spch009_edu_Rwanda.txt,UNSC_2014_SPV.7154_spch009,439,506,5,The perpetrators of that criminal act should be brought to justice.,_,_,_,_,_,_,_,440,507,5,2,152,1,294.0,6,"['6', '87', '88', '3', '44', '50', '51', '65', '84', '85']",elaboration,"['elaboration', 'elaboration_nucleus', 'elaboration', 'elaboration_nucleus', 'reason-S', 'reason-S_nucleus', 'elaboration_nucleus', 'background_nucleus', 'preparation_nucleus', 'root']","['The', 'perpetrators', 'of', 'that', 'criminal', 'act', 'should', 'be', 'brought', 'to', 'justice', '.']",12,537,4,10,10,"['6', '87', '88', '3', '44', '50']","['elaboration', 'elaboration_nucleus', 'elaboration', 'elaboration_nucleus', 'reason-S', 'reason-S_nucleus']",6,6
1203,UNSC_2014_SPV.7154_spch009_edu_Rwanda.txt,UNSC_2014_SPV.7154_spch009,507,619,6,I take this opportunity to echo the Secretary-General's call to all sides to work towards calming the situation.,_,_,_,_,_,_,_,508,620,6,2,152,1,294.0,7,"['7', '46', '47', '49', '50', '51', '65', '84', '85']",preparation,"['preparation', 'preparation_nucleus', 'background', 'background_nucleus', 'reason-S_nucleus', 'elaboration_nucleus', 'background_nucleus', 'preparation_nucleus', 'root']","['I', 'take', 'this', 'opportunity', 'to', 'echo', 'the', 'Secretary', '-', 'General', ""'s"", 'call', 'to', 'all', 'sides', 'to', 'work', 'towards', 'calming', 'the', 'situation', '.']",22,538,5,9,9,"['7', '46', '47', '49', '50']","['preparation', 'preparation_nucleus', 'background', 'background_nucleus', 'reason-S_nucleus']",5,5
1204,UNSC_2014_SPV.7154_spch009_edu_Rwanda.txt,UNSC_2014_SPV.7154_spch009,620,677,7,"After numerous calls for the de-escalation of the crisis,",_,_,_,_,_,_,_,622,679,8,4,153,2,295.0,8,"['8', '9', '45', '46', '47', '49', '50', '51', '65', '84', '85']",circumstance,"['circumstance', 'circumstance_nucleus', 'list', 'preparation_nucleus', 'background', 'background_nucleus', 'reason-S_nucleus', 'elaboration_nucleus', 'background_nucleus', 'preparation_nucleus', 'root']","['After', 'numerous', 'calls', 'for', 'the', 'de', '-', 'escalation', 'of', 'the', 'crisis', ',']",12,539,6,11,10,"['8', '9', '45', '46', '47', '49']","['circumstance', 'circumstance_nucleus', 'list', 'preparation_nucleus', 'background', 'background_nucleus']",6,5
1205,UNSC_2014_SPV.7154_spch009_edu_Rwanda.txt,UNSC_2014_SPV.7154_spch009,678,752,8,the situation has become more complex for the diverse Ukrainian community.,_,_,_,_,_,_,_,680,754,8,4,153,2,295.0,9,"['9', '45', '46', '47', '49', '50', '51', '65', '84', '85']",circumstance_nucleus,"['circumstance_nucleus', 'list', 'preparation_nucleus', 'background', 'background_nucleus', 'reason-S_nucleus', 'elaboration_nucleus', 'background_nucleus', 'preparation_nucleus', 'root']","['the', 'situation', 'has', 'become', 'more', 'complex', 'for', 'the', 'diverse', 'Ukrainian', 'community', '.']",12,539,6,10,9,"['9', '45', '46', '47', '49']","['circumstance_nucleus', 'list', 'preparation_nucleus', 'background', 'background_nucleus']",5,4
1206,UNSC_2014_SPV.7154_spch009_edu_Rwanda.txt,UNSC_2014_SPV.7154_spch009,753,818,9,It is imperative to protect the rights of the citizens of Ukraine,_,_,_,_,_,_,_,755,820,9,4,153,2,295.0,10,"['10', '86', '46', '47', '49', '50', '51', '65', '84', '85']",elaboration_nucleus,"['elaboration_nucleus', 'list', 'preparation_nucleus', 'background', 'background_nucleus', 'reason-S_nucleus', 'elaboration_nucleus', 'background_nucleus', 'preparation_nucleus', 'root']","['It', 'is', 'imperative', 'to', 'protect', 'the', 'rights', 'of', 'the', 'citizens', 'of', 'Ukraine']",12,540,7,10,9,"['10', '86', '46', '47', '49']","['elaboration_nucleus', 'list', 'preparation_nucleus', 'background', 'background_nucleus']",5,4
1207,UNSC_2014_SPV.7154_spch009_edu_Rwanda.txt,UNSC_2014_SPV.7154_spch009,819,851,10,regardless of ethnic background.,_,_,_,_,_,_,_,821,853,9,4,153,2,295.0,11,"['11', '10', '86', '46', '47', '49', '50', '51', '65', '84', '85']",elaboration,"['elaboration', 'elaboration_nucleus', 'list', 'preparation_nucleus', 'background', 'background_nucleus', 'reason-S_nucleus', 'elaboration_nucleus', 'background_nucleus', 'preparation_nucleus', 'root']","['regardless', 'of', 'ethnic', 'background', '.']",5,540,7,11,10,"['11', '10', '86', '46', '47', '49']","['elaboration', 'elaboration_nucleus', 'list', 'preparation_nucleus', 'background', 'background_nucleus']",6,5
1208,UNSC_2014_SPV.7154_spch009_edu_Rwanda.txt,UNSC_2014_SPV.7154_spch009,852,928,11,"We reiterate our call for an inclusive dialogue, a frank and open discussion",_,_,_,_,_,_,_,854,930,10,4,153,2,295.0,12,"['12', '49', '50', '51', '65', '84', '85']",e-elaboration_nucleus,"['e-elaboration_nucleus', 'background_nucleus', 'reason-S_nucleus', 'elaboration_nucleus', 'background_nucleus', 'preparation_nucleus', 'root']","['We', 'reiterate', 'our', 'call', 'for', 'an', 'inclusive', 'dialogue', ',', 'a', 'frank', 'and', 'open', 'discussion']",14,541,8,7,7,"['12', '49']","['e-elaboration_nucleus', 'background_nucleus']",2,2
1209,UNSC_2014_SPV.7154_spch009_edu_Rwanda.txt,UNSC_2014_SPV.7154_spch009,929,987,12,that is mutually beneficial for all the parties concerned.,_,_,_,_,_,_,_,931,989,10,4,153,2,295.0,13,"['13', '12', '49', '50', '51', '65', '84', '85']",e-elaboration,"['e-elaboration', 'e-elaboration_nucleus', 'background_nucleus', 'reason-S_nucleus', 'elaboration_nucleus', 'background_nucleus', 'preparation_nucleus', 'root']","['that', 'is', 'mutually', 'beneficial', 'for', 'all', 'the', 'parties', 'concerned', '.']",10,541,8,8,8,"['13', '12', '49']","['e-elaboration', 'e-elaboration_nucleus', 'background_nucleus']",3,3
1210,UNSC_2014_SPV.7154_spch009_edu_Rwanda.txt,UNSC_2014_SPV.7154_spch009,988,1023,13,Although Rwanda agrees in principle,_,_,_,_,_,_,_,991,1026,12,6,154,3,296.0,14,"['14', '53', '54', '18', '56', '57', '58', '64', '51', '65', '84', '85']",attribution,"['attribution', 'attribution_nucleus', 'concession', 'concession_nucleus', 'elaboration', 'elaboration_nucleus', 'list', 'elaboration', 'elaboration_nucleus', 'background_nucleus', 'preparation_nucleus', 'root']","['Although', 'Rwanda', 'agrees', 'in', 'principle']",5,542,9,12,11,"['14', '53', '54', '18', '56', '57']","['attribution', 'attribution_nucleus', 'concession', 'concession_nucleus', 'elaboration', 'elaboration_nucleus']",6,6
1211,UNSC_2014_SPV.7154_spch009_edu_Rwanda.txt,UNSC_2014_SPV.7154_spch009,1024,1037,14,"that Ukraine,",_,_,_,_,_,_,_,1027,1040,12,6,154,3,296.0,15,"['15', '52', '53', '54', '18', '56', '57', '58', '64', '51', '65', '84', '85']",elaboration_nucleus,"['elaboration_nucleus', 'sameunit', 'attribution_nucleus', 'concession', 'concession_nucleus', 'elaboration', 'elaboration_nucleus', 'list', 'elaboration', 'elaboration_nucleus', 'background_nucleus', 'preparation_nucleus', 'root']","['that', 'Ukraine', ',']",3,542,9,13,11,"['15', '52', '53', '54', '18', '56', '57']","['elaboration_nucleus', 'sameunit', 'attribution_nucleus', 'concession', 'concession_nucleus', 'elaboration', 'elaboration_nucleus']",7,6
1212,UNSC_2014_SPV.7154_spch009_edu_Rwanda.txt,UNSC_2014_SPV.7154_spch009,1038,1061,15,"like any other country,",_,_,_,_,_,_,_,1041,1064,12,6,154,3,296.0,16,"['16', '15', '52', '53', '54', '18', '56', '57', '58', '64', '51', '65', '84', '85']",elaboration,"['elaboration', 'elaboration_nucleus', 'sameunit', 'attribution_nucleus', 'concession', 'concession_nucleus', 'elaboration', 'elaboration_nucleus', 'list', 'elaboration', 'elaboration_nucleus', 'background_nucleus', 'preparation_nucleus', 'root']","['like', 'any', 'other', 'country', ',']",5,542,9,14,12,"['16', '15', '52', '53', '54', '18', '56', '57']","['elaboration', 'elaboration_nucleus', 'sameunit', 'attribution_nucleus', 'concession', 'concession_nucleus', 'elaboration', 'elaboration_nucleus']",8,7
1213,UNSC_2014_SPV.7154_spch009_edu_Rwanda.txt,UNSC_2014_SPV.7154_spch009,1062,1131,16,"has a right to self-defence and to promote its territorial integrity,",_,_,_,_,_,_,_,1065,1134,12,6,154,3,296.0,17,"['17', '53', '54', '18', '56', '57', '58', '64', '51', '65', '84', '85']",sameunit,"['sameunit', 'attribution_nucleus', 'concession', 'concession_nucleus', 'elaboration', 'elaboration_nucleus', 'list', 'elaboration', 'elaboration_nucleus', 'background_nucleus', 'preparation_nucleus', 'root']","['has', 'a', 'right', 'to', 'self', '-', 'defence', 'and', 'to', 'promote', 'its', 'territorial', 'integrity', ',']",14,542,9,12,10,"['17', '53', '54', '18', '56', '57']","['sameunit', 'attribution_nucleus', 'concession', 'concession_nucleus', 'elaboration', 'elaboration_nucleus']",6,5
1214,UNSC_2014_SPV.7154_spch009_edu_Rwanda.txt,UNSC_2014_SPV.7154_spch009,1132,1164,17,its acts should be proportional.,_,_,_,_,_,_,_,1135,1167,12,6,154,3,296.0,18,"['18', '56', '57', '58', '64', '51', '65', '84', '85']",concession_nucleus,"['concession_nucleus', 'elaboration', 'elaboration_nucleus', 'list', 'elaboration', 'elaboration_nucleus', 'background_nucleus', 'preparation_nucleus', 'root']","['its', 'acts', 'should', 'be', 'proportional', '.']",6,542,9,9,8,"['18', '56', '57']","['concession_nucleus', 'elaboration', 'elaboration_nucleus']",3,3
1215,UNSC_2014_SPV.7154_spch009_edu_Rwanda.txt,UNSC_2014_SPV.7154_spch009,1165,1253,18,We discourage any military act that would put the lives of innocent civilians in danger.,_,_,_,_,_,_,_,1168,1256,13,6,154,3,296.0,19,"['19', '57', '58', '64', '51', '65', '84', '85']",elaboration_nucleus,"['elaboration_nucleus', 'elaboration_nucleus', 'list', 'elaboration', 'elaboration_nucleus', 'background_nucleus', 'preparation_nucleus', 'root']","['We', 'discourage', 'any', 'military', 'act', 'that', 'would', 'put', 'the', 'lives', 'of', 'innocent', 'civilians', 'in', 'danger', '.']",16,543,10,8,7,"['19', '57']","['elaboration_nucleus', 'elaboration_nucleus']",2,2
1216,UNSC_2014_SPV.7154_spch009_edu_Rwanda.txt,UNSC_2014_SPV.7154_spch009,1254,1347,19,Rwanda remains of the View that military action will only worsen the already tense situation.,_,_,_,_,_,_,_,1258,1351,15,8,155,4,297.0,20,"['20', '19', '57', '58', '64', '51', '65', '84', '85']",elaboration,"['elaboration', 'elaboration_nucleus', 'elaboration_nucleus', 'list', 'elaboration', 'elaboration_nucleus', 'background_nucleus', 'preparation_nucleus', 'root']","['Rwanda', 'remains', 'of', 'the', 'View', 'that', 'military', 'action', 'will', 'only', 'worsen', 'the', 'already', 'tense', 'situation', '.']",16,544,11,9,8,"['20', '19', '57', '58', '64', '51', '65']","['elaboration', 'elaboration_nucleus', 'elaboration_nucleus', 'list', 'elaboration', 'elaboration_nucleus', 'background_nucleus']",7,6
1217,UNSC_2014_SPV.7154_spch009_edu_Rwanda.txt,UNSC_2014_SPV.7154_spch009,1348,1386,20,"We encourage all the parties involved,",_,_,_,_,_,_,_,1352,1390,16,8,155,4,297.0,21,"['21', '59', '60', '62', '64', '51', '65', '84', '85']",circumstance_nucleus,"['circumstance_nucleus', 'sameunit', 'sameunit_nucleus', 'list', 'elaboration', 'elaboration_nucleus', 'background_nucleus', 'preparation_nucleus', 'root']","['We', 'encourage', 'all', 'the', 'parties', 'involved', ',']",7,545,12,9,7,"['21', '59', '60', '62', '64', '51', '65']","['circumstance_nucleus', 'sameunit', 'sameunit_nucleus', 'list', 'elaboration', 'elaboration_nucleus', 'background_nucleus']",7,5
1218,UNSC_2014_SPV.7154_spch009_edu_Rwanda.txt,UNSC_2014_SPV.7154_spch009,1387,1425,21,"particularly in the current situation,",_,_,_,_,_,_,_,1391,1429,16,8,155,4,297.0,22,"['22', '21', '59', '60', '62', '64', '51', '65', '84', '85']",circumstance,"['circumstance', 'circumstance_nucleus', 'sameunit', 'sameunit_nucleus', 'list', 'elaboration', 'elaboration_nucleus', 'background_nucleus', 'preparation_nucleus', 'root']","['particularly', 'in', 'the', 'current', 'situation', ',']",6,545,12,10,8,"['22', '21', '59', '60', '62', '64', '51', '65']","['circumstance', 'circumstance_nucleus', 'sameunit', 'sameunit_nucleus', 'list', 'elaboration', 'elaboration_nucleus', 'background_nucleus']",8,6
1219,UNSC_2014_SPV.7154_spch009_edu_Rwanda.txt,UNSC_2014_SPV.7154_spch009,1426,1453,22,to exercise full restraint.,_,_,_,_,_,_,_,1430,1457,16,8,155,4,297.0,23,"['23', '60', '62', '64', '51', '65', '84', '85']",sameunit,"['sameunit', 'sameunit_nucleus', 'list', 'elaboration', 'elaboration_nucleus', 'background_nucleus', 'preparation_nucleus', 'root']","['to', 'exercise', 'full', 'restraint', '.']",5,545,12,8,6,"['23', '60', '62', '64', '51', '65']","['sameunit', 'sameunit_nucleus', 'list', 'elaboration', 'elaboration_nucleus', 'background_nucleus']",6,4
1220,UNSC_2014_SPV.7154_spch009_edu_Rwanda.txt,UNSC_2014_SPV.7154_spch009,1454,1497,23,It is vital to allow the diplomatic efforts,_,_,_,_,_,_,_,1458,1501,17,8,155,4,297.0,24,"['24', '61', '60', '62', '64', '51', '65', '84', '85']",e-elaboration_nucleus,"['e-elaboration_nucleus', 'elaboration', 'sameunit_nucleus', 'list', 'elaboration', 'elaboration_nucleus', 'background_nucleus', 'preparation_nucleus', 'root']","['It', 'is', 'vital', 'to', 'allow', 'the', 'diplomatic', 'efforts']",8,546,13,9,8,"['24', '61', '60', '62', '64', '51', '65']","['e-elaboration_nucleus', 'elaboration', 'sameunit_nucleus', 'list', 'elaboration', 'elaboration_nucleus', 'background_nucleus']",7,6
